id,title,country,region,winery,variety,vintage,description,points,price,alcohol,acidity,body,tannins,sweetness,style,image_url,mood_tags,food_pairing,tasting_notes,winery_history
4086,Castello di Verrazzano 2013  Chianti Classico,Italy,Chianti Classico,Castello di Verrazzano,Red Blend,2013,"This vibrant red has red berry, new leather and fresh herb aromas that meld together. The sleek, light-bodied palate offers juicy wild cherry, cinnamon and a hint of star anise set against racy acidity and fine-grained tannins.",87,26.0,11.7,Medium,Medium-Full,Low,Dry,Still Red,https://images.wine.com/labels/castello-di-verrazza-2013-red-blend-822531.jpg,"Festive, Balanced, Smooth","Pasta, Grilled vegetables, Hard cheeses, Red meat","This vibrant red has red berry, new leather and fresh herb aromas that meld together. The sleek, light-bodied palate offers juicy wild cherry, cinnamon and a hint of star anise set against racy acidity and fine-grained tannins.","Established in 1861, Castello di Verrazzano has become synonymous with quality Italian wine production and sustainable viticulture."
4087,Château Famaey 2011 Fût de Chêne Malbec (Cahors),France,Cahors,Château Famaey,Malbec,2011,"The oak aging, implicit in the name of the wine, is present in its smooth character. This bottling is in the elegant style typical of Famaey wines and also has weight and firm, concentrated black fruit with acidity and a dry core. Drink from 2019.",91,20.0,14.9,High,Full,Medium,Dry,Still Red,https://images.wine.com/labels/château-famaey-2011-malbec-245344.jpg,"Smooth, Outstanding, Balanced, Festive","Hard cheeses, Stewed dishes, Grilled vegetables","The oak aging, implicit in the name of the wine, is present in its smooth character. This bottling is in the elegant style typical of Famaey wines and also has weight and firm, concentrated black fruit with acidity and a dry core. Drink from 2019.",A historic French winery that has weathered both world wars and continues to produce wines that reflect the unique characteristics of its France origins.
4088,Château Saint-Pierre NV Saint-Pierre Rosé Brut Sparkling (Vin Mousseux),France,Vin Mousseux,Château Saint-Pierre,Sparkling Blend,2017,"This soft, gentle sparkling wine is fresh with raspberry fruits and acidity at the end. Drink as an apéritif.",85,24.0,13.1,Medium-High,Medium-Full,Medium-High,Dry,Sparkling,https://images.wine.com/labels/château-saint-pierre-2017-sparkling-blend-963912.jpg,"Balanced, Reliable, Cozy","Fried chicken, Celebration cake, Soft cheeses","This soft, gentle sparkling wine is fresh with raspberry fruits and acidity at the end. Drink as an apéritif.","Château Saint-Pierre is a traditional French winery established in the early 1800s, known for its commitment to terroir and time-honored winemaking techniques."
4089,Fiddlebender NV Evolution White (Arizona),US,Arizona,Fiddlebender,White Blend,2014,"Honeyed white-currant and toast aromas lead to a middleweight palate that sports slack acids. Two bottles tasted, this note reflects the better result.",84,13.0,13.5,Medium-High,Medium,Medium,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/fiddlebender-2014-white-blend-505731.jpg,"Casual, Sophisticated, Smooth, Balanced, Pleasant","Stewed dishes, Grilled vegetables, Pasta","Honeyed white-currant and toast aromas lead to a middleweight palate that sports slack acids. Two bottles tasted, this note reflects the better result.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
4090,Wilson Daniels 2010 Chardonnay (Central Coast),US,Central Coast,Wilson Daniels,Chardonnay,2010,"For the price, this is a good value in California Chardonnay. It shows ripe flavors of citrus and tropic fruits, with a creamy, oaky mouthfeel that finishes with a clean scour of acidity.",86,15.0,12.5,Medium,Light,None,Dry,Still White,https://wine-images.wine.com/media/catalog/product/wilson-daniels-2010-chardonnay-530988.jpg,"Good, Festive, Celebratory, Reliable","Grilled fish, Roasted chicken, Lobster","For the price, this is a good value in California Chardonnay. It shows ripe flavors of citrus and tropic fruits, with a creamy, oaky mouthfeel that finishes with a clean scour of acidity.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
4091,Cherokee Vineyards 2008 Reserve Merlot (California),US,California,Cherokee Vineyards,Merlot,2008,"Soft, sweet and dull, with Life-Saver candy flavors of cherries. Okay in a pinch.",82,15.0,11.8,High,Medium-Full,Low,Dry,Still Red,https://images.vivino.com/thumbs/cherokee-vineyards-2008-merlot-172981.jpg,"Pleasant, Balanced, Smooth, Cozy","Chocolate cake, Blue cheese, Beef tenderloin","Soft, sweet and dull, with Life-Saver candy flavors of cherries. Okay in a pinch.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
4092,Patriarche Père et Fils 2015 Pinot Noir (Vin de France),France,Vin de France,Patriarche Père et Fils,Pinot Noir,2015,"The Burgundy-based producer has made a fresh, cherry-flavored wine that is identifiably Pinot Noir. It has soft tannins and a dry core, yet is dominated by red fruit and acidity on the finish. Drink now.",87,10.0,11.6,Medium,Medium,Low,Dry,Still Red,https://images.vivino.com/thumbs/patriarche-père-et-f-2015-pinot-noir-930973.jpg,"Romantic, Sophisticated, Reliable, Delicate","Grilled salmon, Roasted chicken, Mushroom risotto, Soft cheeses","The Burgundy-based producer has made a fresh, cherry-flavored wine that is identifiably Pinot Noir. It has soft tannins and a dry core, yet is dominated by red fruit and acidity on the finish. Drink now.",A historic French winery that has weathered both world wars and continues to produce wines that reflect the unique characteristics of its France origins.
4093,Sergio Mottura 2013 Secco  (Orvieto),Italy,Orvieto,Sergio Mottura,White Blend,2013,"Aromas of peach and a whiff of aromatic herb lead the nose while the bright palate offers stone fruit and green apple. Lively acidity gives it a clean, refreshing finish.",86,15.0,12.3,Medium-High,Medium,Low,Dry,Still Red,https://images.vivino.com/thumbs/sergio-mottura-2013-white-blend-863866.jpg,"Cozy, Balanced, Reliable, Pleasant, Smooth","Hard cheeses, Stewed dishes, Grilled vegetables, Pasta","Aromas of peach and a whiff of aromatic herb lead the nose while the bright palate offers stone fruit and green apple. Lively acidity gives it a clean, refreshing finish.","Sergio Mottura represents centuries of Italian winemaking tradition, with vineyards that have been cultivated since the 16th century."
4094,The Williamsburg Winery 2014 Four Barrel Cuvée Red (Virginia),US,Virginia,The Williamsburg Winery,Red Blend,2014,"Aromas of coffee, fig, dried fruit and soy sauce are concentrated on the nose. Earthy flavors on the palate are elevated by these aromas, with a hint of Rooibos tea that gives it lift and intrigue. The tannins are silky and the finish is long with evolving flavors.",87,49.0,13.2,Medium-High,Full,Medium-High,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/the-williamsburg-win-2014-red-blend-511243.jpg,"Reliable, Balanced, Pleasant","Pasta, Hard cheeses, Stewed dishes","Aromas of coffee, fig, dried fruit and soy sauce are concentrated on the nose. Earthy flavors on the palate are elevated by these aromas, with a hint of Rooibos tea that gives it lift and intrigue. The tannins are silky and the finish is long with evolving flavors.","The Williamsburg Winery was founded in 1988 during the modern American wine renaissance, pioneering sustainable farming practices."
4095,Matrix 2013 R. Buoncristiani Vineyard Pinot Noir (Russian River Valley),US,Russian River Valley,Matrix,Pinot Noir,2013,"High-toned red fruit wraps around jolts of black tea in this savory, structured and nicely made vineyard-designate, a full-bodied, burly wine. Drinking well upon opening, it develops nuance and character in the glass as it goes along.",90,52.0,13.6,High,Light,Low,Dry,Still Red,https://images.wine.com/labels/matrix-2013-pinot-noir-523588.jpg,"Complex, Elegant, Romantic, Delicate","Soft cheeses, Grilled salmon, Duck breast, Roasted chicken","High-toned red fruit wraps around jolts of black tea in this savory, structured and nicely made vineyard-designate, a full-bodied, burly wine. Drinking well upon opening, it develops nuance and character in the glass as it goes along.","Matrix was founded in 1988 during the modern American wine renaissance, pioneering sustainable farming practices."
4096,Louis Latour 2015 Domaine Latour  (Aloxe-Corton),France,Aloxe-Corton,Louis Latour,Pinot Noir,2015,The wine has a good structure with sophisticated tannins and perfumed acidity. Black cherry and spice from the wood are balanced by the freshness of the acidity and the rounded aftertaste. Drink from 2019.,90,75.0,13.2,Medium,Medium,Medium,Dry,Still Red,https://images.wine.com/labels/louis-latour-2015-pinot-noir-587106.jpg,"Outstanding, Romantic, Festive","Roasted chicken, Mushroom risotto, Duck breast, Grilled salmon",The wine has a good structure with sophisticated tannins and perfumed acidity. Black cherry and spice from the wood are balanced by the freshness of the acidity and the rounded aftertaste. Drink from 2019.,"Founded by the Louis family, this estate has been producing exceptional wines in France for over 3 generations."
4097,Wrath 2013 Alta Loma Vineyard Grenache (Monterey),US,Monterey,Wrath,Grenache,2013,"Fresh red cherry and plump red currants are spiced up by Dr Pepper, cola, rose petals, mace and dried fennel on the nose of this bottling by Sabrine Rodems. Tea and Asian five-spice notes arise once sipped, backed by raspberries and pink peppercorns, altogether fairly light and lithe in body.",89,35.0,12.7,Medium-High,Medium,Low,Dry,Still Red,https://images.wine.com/labels/wrath-2013-grenache-820167.jpg,"Pleasant, Good, Balanced, Celebratory, Reliable","Stewed dishes, Hard cheeses, Grilled vegetables","Fresh red cherry and plump red currants are spiced up by Dr Pepper, cola, rose petals, mace and dried fennel on the nose of this bottling by Sabrine Rodems. Tea and Asian five-spice notes arise once sipped, backed by raspberries and pink peppercorns, altogether fairly light and lithe in body.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
4098,William Church 2007 Sur La Mer Red (Columbia Valley (WA)),US,Columbia Valley (WA),William Church,Bordeaux-style Red Blend,2007,"A Bordeaux blend of five grapes, this melds blackberry and black cherry fruit with plenty of toasty oak and ground coffee. It's a nice mix of fruit and barrel, dark and smoky, but not too heavy at 14.2% alcohol.",91,28.0,14.8,Medium-High,Medium-Full,High,Dry,Still Red,https://images.wine.com/labels/william-church-2007-bordeaux-style--688682.jpg,"Sophisticated, Pleasant, Outstanding, Smooth","Hard cheeses, Red meat, Pasta","A Bordeaux blend of five grapes, this melds blackberry and black cherry fruit with plenty of toasty oak and ground coffee. It's a nice mix of fruit and barrel, dark and smoky, but not too heavy at 14.2% alcohol.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
4099,VillaViva 2016 Rosé (Côtes de Thau),France,Côtes de Thau,VillaViva,Rosé,2016,"This Carignan-based rosé is soft and pretty, with delicate aromas of pink peony, white cranberry and strawberry hull that dance in the bouquet. The palate is fresh yet ripely fruited, with lingering tones of lime and orange peel on the clean close.",86,11.0,13.9,High,Medium,High,Dry,Rosé,https://cdn.wine-searcher.com/images/labels/villaviva-2016-rosé-534201.jpg,"Reliable, Social, Good, Pleasant, Smooth","Light pasta, Grilled shrimp, Charcuterie","This Carignan-based rosé is soft and pretty, with delicate aromas of pink peony, white cranberry and strawberry hull that dance in the bouquet. The palate is fresh yet ripely fruited, with lingering tones of lime and orange peel on the clean close.","VillaViva is a traditional French winery established in the mid-1800s, known for its commitment to terroir and time-honored winemaking techniques."
4100,Benito Ferrara 2012 Vigna Cicogna  (Greco di Tufo),Italy,Greco di Tufo,Benito Ferrara,Greco,2012,"Fragrances recall white flowers, stone fruit, Barlett pear, flint and lemon pie. The rich palate delivers layers of white and yellow peach, mineral, ginger, white pepper and pink grapefruit. The creamy texture is brightened by crisp acidity.",92,26.0,14.7,Medium-High,Light,Medium,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/benito-ferrara-2012-greco-994973.jpg,"Balanced, Intimate, Pleasant","Grilled vegetables, Stewed dishes, Red meat","Fragrances recall white flowers, stone fruit, Barlett pear, flint and lemon pie. The rich palate delivers layers of white and yellow peach, mineral, ginger, white pepper and pink grapefruit. The creamy texture is brightened by crisp acidity.","Established in 1898, Benito Ferrara has become synonymous with quality Italian wine production and sustainable viticulture."
4101,Efeste 2010 Jolie Bouche Boushey Vineyard Syrah (Yakima Valley),US,Yakima Valley,Efeste,Syrah,2010,"The Jolie Bouche is dark and brambly, packed with blackberry fruit, baking spices and a dusting of black pepper. The supple tannins carry a streak of graphite and clean earth.",91,39.0,14.6,Medium-High,Full,Medium-High,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/efeste-2010-syrah-988673.jpg,"Cozy, Sophisticated, Outstanding","Aged gouda, BBQ ribs, Spicy sausages","The Jolie Bouche is dark and brambly, packed with blackberry fruit, baking spices and a dusting of black pepper. The supple tannins carry a streak of graphite and clean earth.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
4102,Hafner 2003 Kashmir Red (Burgenland),Austria,Burgenland,Hafner,Red Blend,2003,"Rich and soft, this is a fine blended wine that shows layers of wood, ripe tannins, flavors of blackberry fruits and good balancing acidity. There is a delicious juiciness from the St Laurent, which is tightened by the other grapes in the blend.",86,24.0,12.0,Medium,Light,Medium-High,Dry,Still Red,https://images.wine.com/labels/hafner-2003-red-blend-434016.jpg,"Pleasant, Social, Balanced, Smooth","Stewed dishes, Grilled vegetables, Hard cheeses, Pasta","Rich and soft, this is a fine blended wine that shows layers of wood, ripe tannins, flavors of blackberry fruits and good balancing acidity. There is a delicious juiciness from the St Laurent, which is tightened by the other grapes in the blend.","Hafner is a respected winery from Austria, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
4103,WesMar 2007 Pinot Noir (Sonoma Coast),US,Sonoma Coast,WesMar,Pinot Noir,2007,"Dry, silky and complex, this Pinot is as good as WesMar's more costly single-vineyard Pinots, which makes it a great value. It shows great structural integrity, with crisp acids and fine tannins that house exotic flavors of cherry compote, Dr. Pepper cola, orange zest, Canadian bacon and Asian spices. Now–2013.",93,35.0,11.6,High,Medium,Medium,Dry,Still Red,https://images.vivino.com/thumbs/wesmar-2007-pinot-noir-924922.jpg,"Elegant, Complex, Romantic","Soft cheeses, Mushroom risotto, Grilled salmon","Dry, silky and complex, this Pinot is as good as WesMar's more costly single-vineyard Pinots, which makes it a great value. It shows great structural integrity, with crisp acids and fine tannins that house exotic flavors of cherry compote, Dr. Pepper cola, orange zest, Canadian bacon and Asian spices. Now–2013.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
4104,Bogati 2012 Black Label Club Petit Verdot (Virginia),US,Virginia,Bogati,Petit Verdot,2012,"An amalgam of pastry crust, mint, and mixed wild-berry aromas lead on the nose. Medium to full in body, this sports firm, brittle tannins and lax acids. It finishes with traces of vanilla and dried herbs.",86,18.0,13.9,High,Light,High,Dry,Still Red,https://images.vivino.com/thumbs/bogati-2012-petit-verdot-535114.jpg,"Festive, Good, Balanced, Reliable","Stewed dishes, Hard cheeses, Grilled vegetables, Pasta","An amalgam of pastry crust, mint, and mixed wild-berry aromas lead on the nose. Medium to full in body, this sports firm, brittle tannins and lax acids. It finishes with traces of vanilla and dried herbs.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
4105,Salvestrin 2012 Salvestrin Estate Vineyard Cabernet Sauvignon (St. Helena),US,St. Helena,Salvestrin,Cabernet Sauvignon,2012,"Mouthcoating, this is a full-bodied wine with small amounts of Merlot and Cabernet Franc. Tar, leather, cedar and black cherry stand out as characteristics, with added weight from the heavier, darker elements of chocolate and oak. Drink now through 2022.",90,64.0,13.7,High,Medium-Full,None,Dry,Still White,https://cdn.wine-searcher.com/images/labels/salvestrin-2012-cabernet-sauvig-639553.jpg,"Sophisticated, Powerful, Complex","Salads, Vegetables, Fresh cheeses","Mouthcoating, this is a full-bodied wine with small amounts of Merlot and Cabernet Franc. Tar, leather, cedar and black cherry stand out as characteristics, with added weight from the heavier, darker elements of chocolate and oak. Drink now through 2022.",Established by passionate winemakers who moved to US to pursue their dream of creating world-class wines in the New World style.
4106,Fort Ross 2013 Fort Ross Vineyard Stagecoach Road Pinot Noir (Fort Ross-Seaview),US,Fort Ross-Seaview,Fort Ross,Pinot Noir,2013,"A brooding texture and fully layered concentration of intense flavor spark the palate and mind in this estate wine, which is showy in cola, bark, black cherry and black tea. Medium bodied and well-made, it finds balance between its coastal influence, its crisp acidity and the burlier aspects of fruit and weight.",93,80.0,12.3,Medium,Light,Medium,Dry,Still Red,https://images.wine.com/labels/fort-ross-2013-pinot-noir-830560.jpg,"Complex, Romantic, Intimate, Delicate, Elegant","Roasted chicken, Grilled salmon, Soft cheeses, Mushroom risotto","A brooding texture and fully layered concentration of intense flavor spark the palate and mind in this estate wine, which is showy in cola, bark, black cherry and black tea. Medium bodied and well-made, it finds balance between its coastal influence, its crisp acidity and the burlier aspects of fruit and weight.","Fort Ross was founded in 1989 during the modern American wine renaissance, pioneering sustainable farming practices."
4107,Chandon NV Rosé Sparkling (California),US,California,Chandon,Sparkling Blend,2014,"Salmon colored (and salmon would make a good pairing), this sparkling rosé has deep flavors of toasty oak and black fruit, along with a swath of sweetness on the finish.",88,22.0,13.1,High,Light,High,Dry,Sparkling,https://images.wine.com/labels/chandon-2014-sparkling-blend-129830.jpg,"Good, Balanced, Pleasant, Festive","Fried chicken, Soft cheeses, Smoked salmon, Celebration cake","Salmon colored (and salmon would make a good pairing), this sparkling rosé has deep flavors of toasty oak and black fruit, along with a swath of sweetness on the finish.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
4108,Rôtie Cellars 2012 Southern Blend Red (Washington),US,Washington,Rôtie Cellars,Rhône-style Red Blend,2012,"A blend of Grenache (65%), Mourvèdre (25%) and Syrah, this suggests peppery spices, stewed raspberries, game and high-toned spices. The palate is the star, full bodied, textured and richly flavored. An orange peel accent leads to a warm finish.",92,40.0,13.3,Medium-High,Medium-Full,Medium,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/rôtie-cellars-2012-rhône-style-red-501311.jpg,"Pleasant, Balanced, Outstanding, Smooth","Pasta, Red meat, Hard cheeses, Stewed dishes","A blend of Grenache (65%), Mourvèdre (25%) and Syrah, this suggests peppery spices, stewed raspberries, game and high-toned spices. The palate is the star, full bodied, textured and richly flavored. An orange peel accent leads to a warm finish.","Rôtie Cellars was founded in 1981 during the modern American wine renaissance, pioneering sustainable farming practices."
4109,Boasso 2012 del Comune di Serralunga  (Barolo),Italy,Barolo,Boasso,Nebbiolo,2012,"This opens with whiffs of cellar floor, underbrush, scorched soil, game and a hint of sweat. The gamy note follows through to the rustic palate, along with fleshy black fruit and a note of powdered sage.",86,43.0,13.4,High,Medium-Full,Medium-High,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/boasso-2012-nebbiolo-936727.jpg,"Good, Casual, Sophisticated","Red meat, Pasta, Hard cheeses","This opens with whiffs of cellar floor, underbrush, scorched soil, game and a hint of sweat. The gamy note follows through to the rustic palate, along with fleshy black fruit and a note of powdered sage.","Boasso represents centuries of Italian winemaking tradition, with vineyards that have been cultivated since the Medieval period."
4110,Miguel Torres 2010 Santa Digna Reserve Cabernet Sauvignon (Central Valley),Chile,Central Valley,Miguel Torres,Cabernet Sauvignon,2010,"Rubbery smelling at first, this soon settles on medicinal berry and cassis aromas. It feels pretty tight and tannic but not overwhelmingly so, with baked, dark flavors of black fruit, hard spice and herb. It feels and finishes a bit warm.",86,14.0,13.8,Medium-High,Medium-Full,None,Dry,Still White,https://wine-images.wine.com/media/catalog/product/miguel-torres-2010-cabernet-sauvig-713549.jpg,"Social, Reliable, Sophisticated, Powerful, Bold","Seafood, Fresh cheeses, Salads, Vegetables","Rubbery smelling at first, this soon settles on medicinal berry and cassis aromas. It feels pretty tight and tannic but not overwhelmingly so, with baked, dark flavors of black fruit, hard spice and herb. It feels and finishes a bit warm.","Miguel Torres is a respected winery from Chile, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
4111,Domaine Carneros 2010 Pinot Noir (Carneros),US,Carneros,Domaine Carneros,Pinot Noir,2010,"Bone dry and tart in acidity, this has tobacco, sour cherry and crushed black-pepper flavors. While it doesn't show much richness, it's silky and elegant on the palate, with a certain earthy complexity. Foods, such as lamb, steak and salmon, will certainly coax out more flavors than the wine delivers by itself.",87,35.0,12.4,High,Medium,Low,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/domaine-carneros-2010-pinot-noir-196714.jpg,"Elegant, Reliable, Good, Casual, Festive","Soft cheeses, Duck breast, Roasted chicken, Grilled salmon","Bone dry and tart in acidity, this has tobacco, sour cherry and crushed black-pepper flavors. While it doesn't show much richness, it's silky and elegant on the palate, with a certain earthy complexity. Foods, such as lamb, steak and salmon, will certainly coax out more flavors than the wine delivers by itself.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
4112,Bearboat 2008 Syrah (Russian River Valley),US,Russian River Valley,Bearboat,Syrah,2008,"An easy, gentle red wine, full-bodied and spicy, with extravagantly ripe cherry and blackberry flavors. Pretty good, but lacks those extra layers of complexity, so drink now.",86,17.0,14.7,High,Full,High,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/bearboat-2008-syrah-795925.jpg,"Casual, Powerful, Good","Spicy sausages, Aged gouda, Dark berries","An easy, gentle red wine, full-bodied and spicy, with extravagantly ripe cherry and blackberry flavors. Pretty good, but lacks those extra layers of complexity, so drink now.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
4113,Luna Beberide 2010 Mencía (Bierzo),Spain,Bierzo,Luna Beberide,Mencía,2010,"The opening aromas of reedy berries are gritty and crusty, while the palate is lively but feels snappy and raw. Flavors of cherry and plum are light, while the finish is straightforward, with a citrusy kick. Not as full and generous as past vintages.",85,17.0,14.9,Medium,Light,Low,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/luna-beberide-2010-mencía-333812.jpg,"Smooth, Reliable, Balanced, Pleasant","Red meat, Grilled vegetables, Stewed dishes","The opening aromas of reedy berries are gritty and crusty, while the palate is lively but feels snappy and raw. Flavors of cherry and plum are light, while the finish is straightforward, with a citrusy kick. Not as full and generous as past vintages.","This historic winery has been a cornerstone of Spanish viticulture, producing wines that capture the essence of Spain's diverse wine regions."
4114,Kenefick Ranch 2012 Doctor's Cuvée Estate Grown Cabernet Sauvignon (Calistoga),US,Calistoga,Kenefick Ranch,Cabernet Sauvignon,2012,"Entirely varietal and estate-grown, this big-bottled wine offers a welcome taste of berry pie dusted in cinnamon and clove, the oak sturdy and sweet in vanilla. Luxuriously smooth, the texture is velvety and lush, like a river of dark chocolate. It ends in a flash of black pepper.",93,125.0,15.0,Medium-High,Full,None,Dry,Still White,https://images.vivino.com/thumbs/kenefick-ranch-2012-cabernet-sauvig-542098.jpg,"Bold, Festive, Complex, Outstanding","Vegetables, Fresh cheeses, Seafood, Salads","Entirely varietal and estate-grown, this big-bottled wine offers a welcome taste of berry pie dusted in cinnamon and clove, the oak sturdy and sweet in vanilla. Luxuriously smooth, the texture is velvety and lush, like a river of dark chocolate. It ends in a flash of black pepper.","Kenefick Ranch was founded in 1975 during the modern American wine renaissance, pioneering sustainable farming practices."
4115,Angels & Cowboys 2013 Proprietary Red (Sonoma County),US,Sonoma County,Angels & Cowboys,Red Blend,2013,"This smooth, velvety and succulent blend offers a density of milk chocolate, brown sugar and ripe red fruit. Sure to appeal to a broad range of palates that likes a fruit-forward, approachable wine, it finishes powerfully.",88,22.0,14.7,High,Medium,High,Dry,Still Red,https://wine-images.wine.com/media/catalog/product/angels-and-cowboys-2013-red-blend-354072.jpg,"Smooth, Reliable, Good","Stewed dishes, Red meat, Hard cheeses, Grilled vegetables","This smooth, velvety and succulent blend offers a density of milk chocolate, brown sugar and ripe red fruit. Sure to appeal to a broad range of palates that likes a fruit-forward, approachable wine, it finishes powerfully.","Angels & Cowboys was founded in 1988 during the modern American wine renaissance, pioneering sustainable farming practices."
4116,Domaine Bott-Geyl 2012 Sonnenglanz Grand Cru Pinot Gris (Alsace),France,Alsace,Domaine Bott-Geyl,Pinot Gris,2012,"This is an intensely spicy wine, full of lychee and peppered pineapple flavors. It's rich, also showing a strong mineral texture. Medium sweet in style, it is packed with ripe fruit with a touch of honey. The aftertaste shows a fresher side. Drink from 2016.",92,46.0,13.4,High,Light,None,Dry,Still White,https://cdn.wine-searcher.com/images/labels/domaine-bott-geyl-2012-pinot-gris-626208.jpg,"Complex, Smooth, Balanced, Outstanding","Seafood risotto, Caesar salad, Grilled fish, Light pasta","This is an intensely spicy wine, full of lychee and peppered pineapple flavors. It's rich, also showing a strong mineral texture. Medium sweet in style, it is packed with ripe fruit with a touch of honey. The aftertaste shows a fresher side. Drink from 2016.","Founded by the Domaine family, this estate has been producing exceptional wines in France for over 4 generations."
4117,Pelvillain Frères 2014 Inspiration 7.9 Malbec (Cahors),France,Cahors,Pelvillain Frères,Malbec,2014,"This is the most extravagant version of three wines in a range in which grower Didier Pelvillain uses the figure seven for its mystic qualities. Here, the wine is ripe, brimming with fresh black fruits and acidity. The structure is firm in the background, allowing the wine to age. Drink from 2019.",90,40.0,14.7,Medium,Full,Medium,Dry,Still Red,https://images.vivino.com/thumbs/pelvillain-frères-2014-malbec-515212.jpg,"Sophisticated, Outstanding, Balanced, Complex","Grilled vegetables, Pasta, Hard cheeses, Red meat","This is the most extravagant version of three wines in a range in which grower Didier Pelvillain uses the figure seven for its mystic qualities. Here, the wine is ripe, brimming with fresh black fruits and acidity. The structure is firm in the background, allowing the wine to age. Drink from 2019.","Founded by the Pelvillain family, this estate has been producing exceptional wines in France for over 6 generations."
4118,Torricino 2015  Greco di Tufo,Italy,Greco di Tufo,Torricino,Greco,2015,"Here's a textbook Greco di Tufo that opens with delicate but alluring scents of ripe orchard fruit, orange blossom and a whiff of toasted almond. The crisp yet creamy palate doles out ripe pear, peach and citrus while bright acidity lifts the finish. It closes on a mineral note.",90,19.0,11.8,Medium-High,Medium,Medium,Dry,Still Red,https://images.wine.com/labels/torricino-2015-greco-371304.jpg,"Complex, Balanced, Celebratory, Pleasant, Smooth","Red meat, Pasta, Stewed dishes, Hard cheeses","Here's a textbook Greco di Tufo that opens with delicate but alluring scents of ripe orchard fruit, orange blossom and a whiff of toasted almond. The crisp yet creamy palate doles out ripe pear, peach and citrus while bright acidity lifts the finish. It closes on a mineral note.","Torricino represents centuries of Italian winemaking tradition, with vineyards that have been cultivated since the Medieval period."
4119,Pelvillain Frères 2013 Albatross Malbec (Cahors),France,Cahors,Pelvillain Frères,Malbec,2013,"All black fruits, the wine is dominated by black currants and stalky tannins. It is fresh with lively acidity and berry flavors and a generous texture. Drink from 2016.",84,13.0,14.8,High,Full,Low,Dry,Still Red,https://cdn.wine-searcher.com/images/labels/pelvillain-frères-2013-malbec-925130.jpg,"Pleasant, Intimate, Smooth","Red meat, Grilled vegetables, Hard cheeses, Pasta","All black fruits, the wine is dominated by black currants and stalky tannins. It is fresh with lively acidity and berry flavors and a generous texture. Drink from 2016.","Founded by the Pelvillain family, this estate has been producing exceptional wines in France for over 5 generations."
4120,Arger-Martucci 2006 Viognier (Russian River Valley),US,Russian River Valley,Arger-Martucci,Viognier,2006,"Too sweet by far, with a white sugary finish to the pineapple and pear flavors. Crisp acidity helps to provide a framework of balance, but the sweetness really feeds into the perception that California white wines have residual sugar.",80,25.0,13.5,Medium,Medium-Full,High,Dry,Still White,https://images.vivino.com/thumbs/arger-martucci-2006-viognier-537491.jpg,"Pleasant, Smooth, Balanced","Vegetables, Fresh cheeses, Light poultry","Too sweet by far, with a white sugary finish to the pineapple and pear flavors. Crisp acidity helps to provide a framework of balance, but the sweetness really feeds into the perception that California white wines have residual sugar.",A boutique American winery that focuses on small-batch production and showcasing the unique terroir of US wine regions.
4121,Bodega Catena Zapata 2008 Argentino Malbec (Mendoza),Argentina,Mendoza,Bodega Catena Zapata,Malbec,2008,"A sniff is rewarded with sandalwood, dry spice and thick, jammy berry aromas. It's concentrated and well integrated on the palate, with ultraripe and sweet flavors of coconut, vanilla cream and berry fruit. Seems a touch flat and candied on the finish, with a final blast of sweetness.",91,135.0,14.7,Medium-High,Full,Medium,Dry,Still Red,https://images.vivino.com/thumbs/bodega-catena-zapata-2008-malbec-268578.jpg,"Smooth, Outstanding, Complex","Red meat, Hard cheeses, Stewed dishes, Pasta","A sniff is rewarded with sandalwood, dry spice and thick, jammy berry aromas. It's concentrated and well integrated on the palate, with ultraripe and sweet flavors of coconut, vanilla cream and berry fruit. Seems a touch flat and candied on the finish, with a final blast of sweetness.","Bodega Catena Zapata is a respected winery from Argentina, known for producing quality wines that showcase the unique characteristics of their regional terroir and local grape varieties."
